catalog_id	name	current_disposition	closure_class	source_grade	target_disposition	recommended_package	authoritative_or_best_evidence	required_closure
ENC-1150	KanjiTalk	research_candidate	candidate_noncodec_reclass	R reclassify non-codec	platform/product identity (KanjiTalk)	catalog-only	https://en.wikipedia.org/wiki/KanjiTalk	Change catalog disposition to the named non-codec concept; exclude from codec-support totals.
ENC-1154	KOI character encodings	research_candidate	candidate_family_split_or_exact_repertoire_no_transport	D family/repertoire; split exact transported children	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://en.wikipedia.org/wiki/KOI_character_encodings	Keep as family/repertoire metadata and enumerate exact children. Only children with a normative byte/state transport become codecs.
ENC-1159	KOI8-O	research_candidate	candidate_concrete_primary_or_profile_missing	B concrete codec; authoritative full mapping/profile missing	catalog_reclassification	iconvex_specs	https://en.wikipedia.org/wiki/KOI8-O	Retain research_candidate until a complete authoritative mapping and exact version/transport are pinned; no tertiary-table implementation.
ENC-1164	KPS 10721	codec_gap	gap_exact_repertoire_no_transport_or_version	D exact repertoire/property but no unique transport/version	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://www.wikidata.org/wiki/Q55683587	Treat as repertoire/profile metadata until a normative serialized transport and exact version are pinned; implement only explicitly named transported children.
ENC-1166	KS X 1002	codec_gap	gap_exact_repertoire_no_transport_or_version	D exact repertoire/property but no unique transport/version	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://www.wikidata.org/wiki/Q12581371 | https://en.wikipedia.org/wiki/KS_X_1002	Treat as repertoire/profile metadata until a normative serialized transport and exact version are pinned; implement only explicitly named transported children.
ENC-1167	KS X 1003	codec_gap	gap_exact_repertoire_no_transport_or_version	D exact repertoire/property but no unique transport/version	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://www.wikidata.org/wiki/Q1719055	Treat as repertoire/profile metadata until a normative serialized transport and exact version are pinned; implement only explicitly named transported children.
ENC-1168	KS X 1005	codec_gap	gap_exact_repertoire_no_transport_or_version	D exact repertoire/property but no unique transport/version	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://www.wikidata.org/wiki/Q16647792	Treat as repertoire/profile metadata until a normative serialized transport and exact version are pinned; implement only explicitly named transported children.
ENC-1238	Macintosh Font X encoding	research_candidate	candidate_concrete_primary_or_profile_missing	B concrete codec; authoritative full mapping/profile missing	catalog_reclassification	iconvex_specs	https://en.wikipedia.org/wiki/Macintosh_Font_X_encoding	Retain research_candidate until a complete authoritative mapping and exact version/transport are pinned; no tertiary-table implementation.
ENC-1250	Main code page (Russian)	research_candidate	candidate_blocked_primary_source_unavailable	B1 cited primary scans unavailable	blocked_source_unavailable	iconvex_specs	http://www.wdigest.ru/mpss1986/mpss04_1986_p62.jpg | http://www.wdigest.ru/mpss1986/mpss04_1986_p63.jpg (both cited scans returned 404 during the 2026-07-18 closure audit)	Find and pin a replacement primary scan before deriving or naming a byte mapping; do not reconstruct the table from uncited secondary summaries.
ENC-1251	MAKSCII	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/MAKSCII	Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1254	Matsushita JR series	research_candidate	candidate_family_split_or_exact_repertoire_no_transport	D family/repertoire; split exact transported children	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://en.wikipedia.org/wiki/Matsushita_JR_series	Keep as family/repertoire metadata and enumerate exact children. Only children with a normative byte/state transport become codecs.
ENC-1255	Mattel Aquarius	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/Mattel_Aquarius	Duplicate catalog concept of codec-gap ENC-1247; merge catalog records. Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1256	Mattel Aquarius character set	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_specs	https://www.wikidata.org/wiki/Q48743939	Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1265	Modified HP Roman-8	research_candidate	candidate_blocked_multiple_versions_and_ambiguous_unicode_bindings	B1 secondary source defines two variants with alternative Unicode mappings	retain_unimplemented_blocker	iconvex_specs	https://en.wikipedia.org/w/index.php?oldid=1361711799 (wikitext SHA-256 c4cd07bb1be71bd5267eb9f6222839451ce344637e39e8a5b4ad0d5ffe4832a0; 1984 variant I and 1986 variant II; alternative Unicode bindings) | repo:iconvex_specs/priv/sources/secondary-source-qualified-single-byte/BLOCKERS.md	Do not implement the generic name or choose alternatives arbitrarily. Pin primary charts, register the 1984 and 1986 variants as separate identities, and document every Unicode binding and canonical inverse.
ENC-1268	Mojikyō	codec_gap	gap_noncodec_reclass	R reclassify non-codec	mapping_notation/repertoire (Mojikyo M-numbers/fonts), not portable serialized bytes	catalog-only	https://www.wikidata.org/wiki/Q830907 | https://en.wikipedia.org/wiki/Mojiky%C5%8D	Change catalog disposition; do not expose as an encoding.
ENC-1271	MouseText	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/MouseText	Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1275	Murray code	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_telecom	https://en.wikipedia.org/wiki/List_of_information_system_character_sets | https://en.wikipedia.org/wiki/Baudot_code	Murray code needs exact alphabet/version, shift-state and framing profile. Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1277	National Replacement Character Set	research_candidate	candidate_family_split_or_exact_repertoire_no_transport	D family/repertoire; split exact transported children	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://en.wikipedia.org/wiki/National_Replacement_Character_Set	Keep as family/repertoire metadata and enumerate exact children. Only children with a normative byte/state transport become codecs.
ENC-1288	NEC APC character set	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_specs	https://www.wikidata.org/wiki/Q35146040 | https://en.wikipedia.org/wiki/NEC_APC_character_set	Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1295	NSCII	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_specs	https://www.wikidata.org/wiki/Q109349916	Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1306	PCW character set	research_candidate	candidate_existing_alias_or_family_complete	A0 closure via existing canonical implementation/family	alias_or_family_link -> AMSTRAD-CPM-PLUS	iconvex_specs	https://en.wikipedia.org/wiki/PCW_character_set	Close by registering a proven alias or documenting the already complete versioned family; add alias-equivalence tests and inventory linkage, not a duplicate codec. Canonical target: AMSTRAD-CPM-PLUS.
ENC-1311	Popularity of text encodings	research_candidate	candidate_noncodec_reclass	R reclassify non-codec	article/statistic, not an encoding	catalog-only	https://en.wikipedia.org/wiki/Popularity_of_text_encodings	Change catalog disposition to the named non-codec concept; exclude from codec-support totals.
ENC-1315	PostScript Standard Encoding	research_candidate	candidate_existing_alias_or_family_complete	A0 closure via existing canonical implementation/family	alias_or_family_link -> ADOBE-STANDARD-ENCODING	iconvex_specs	https://en.wikipedia.org/wiki/PostScript_Standard_Encoding	Close by registering a proven alias or documenting the already complete versioned family; add alias-equivalence tests and inventory linkage, not a duplicate codec. Canonical target: ADOBE-STANDARD-ENCODING.
ENC-1316	PrintableString	research_candidate	candidate_noncodec_reclass	R reclassify non-codec	ASN.1 repertoire restriction (PrintableString); serialization belongs to BER/DER/etc.	catalog-only	https://en.wikipedia.org/wiki/PrintableString	Change catalog disposition to the named non-codec concept; exclude from codec-support totals.
ENC-1332	RISC OS character set	research_candidate	candidate_existing_alias_or_family_complete	A0 closure via existing canonical implementation/family	alias_or_family_link -> implemented RISC OS child profiles	iconvex_specs	https://en.wikipedia.org/wiki/RISC_OS_character_set	Close by registering a proven alias or documenting the already complete versioned family; add alias-equivalence tests and inventory linkage, not a duplicate codec. Canonical target: implemented RISC OS child profiles.
ENC-1336	RPL character set	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_specs	https://www.wikidata.org/wiki/Q28453805 | https://en.wikipedia.org/wiki/RPL_character_set	Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1337	SAM Coupé character set	research_candidate	candidate_concrete_primary_or_profile_missing	B concrete codec; authoritative full mapping/profile missing	catalog_reclassification	iconvex_specs	https://en.wikipedia.org/wiki/SAM_Coup%C3%A9_character_set	Retain research_candidate until a complete authoritative mapping and exact version/transport are pinned; no tertiary-table implementation.
ENC-1341	Sanyo PHC-25	research_candidate	candidate_concrete_primary_or_profile_missing	B concrete codec; authoritative full mapping/profile missing	catalog_reclassification	iconvex_specs	https://en.wikipedia.org/wiki/Sanyo_PHC-25	Retain research_candidate until a complete authoritative mapping and exact version/transport are pinned; no tertiary-table implementation.
ENC-1344	SEASCII	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/SEASCII	Likely duplicate of Stanford Extended ASCII; compare against RFC 698 before merging. Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1346	Sega SC-3000 character set	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_specs	https://www.wikidata.org/wiki/Q65117806 | https://en.wikipedia.org/wiki/Sega_SC-3000_character_set	Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1347	Semigraphics	research_candidate	candidate_noncodec_reclass	R reclassify non-codec	glyph/repertoire class (semigraphics)	catalog-only	https://en.wikipedia.org/wiki/Semigraphics	Change catalog disposition to the named non-codec concept; exclude from codec-support totals.
ENC-1353	Sharp MZ character set	research_candidate	candidate_concrete_primary_or_profile_missing	B concrete codec; authoritative full mapping/profile missing	catalog_reclassification	iconvex_specs	https://en.wikipedia.org/wiki/Sharp_MZ_character_set	Retain research_candidate until a complete authoritative mapping and exact version/transport are pinned; no tertiary-table implementation.
ENC-1354	Sharp pocket computer character sets	research_candidate	candidate_family_split_or_exact_repertoire_no_transport	D family/repertoire; split exact transported children	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://en.wikipedia.org/wiki/Sharp_pocket_computer_character_sets	Keep as family/repertoire metadata and enumerate exact children. Only children with a normative byte/state transport become codecs.
ENC-1362	Sinhala input methods	research_candidate	candidate_noncodec_reclass	R reclassify non-codec	input method/keyboard layout	catalog-only	https://en.wikipedia.org/wiki/Sinhala_input_methods	Change catalog disposition to the named non-codec concept; exclude from codec-support totals.
ENC-1364	SJ/T 11239–2001	codec_gap	gap_exact_repertoire_no_transport_or_version	D exact repertoire/property but no unique transport/version	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://www.wikidata.org/wiki/Q55683074	Treat as repertoire/profile metadata until a normative serialized transport and exact version are pinned; implement only explicitly named transported children.
ENC-1365	SLOSCII	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/SLOSCII	Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1370	SoftBank emoji	codec_gap	gap_exact_repertoire_no_transport_or_version	D exact repertoire/property but no unique transport/version	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_telecom	https://www.wikidata.org/wiki/Q17223644	Treat as repertoire/profile metadata until a normative serialized transport and exact version are pinned; implement only explicitly named transported children.
ENC-1372	SRPSCII	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/SRPSCII	Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1391	T.50 (standard)	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/T.50_%28standard%29	Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1408	Thomson EF9345	research_candidate	candidate_concrete_primary_or_profile_missing	B concrete codec; authoritative full mapping/profile missing	catalog_reclassification	iconvex_specs	https://en.wikipedia.org/wiki/Thomson_EF9345	Retain research_candidate until a complete authoritative mapping and exact version/transport are pinned; no tertiary-table implementation.
ENC-1413	Transcode	codec_gap	gap_generic_ambiguous_profile_already_source_qualified	A1 primary exact variants; generic identity ambiguous	retain_generic_gap_and_link_exact_children	iconvex_telecom	https://www.bitsavers.org/pdf/ibm/2780/GA27-3005-3-2780_Data_Terminal_Description_Aug71.pdf and https://www.bitsavers.org/pdf/ibm/datacomm/GA27-3004-2_General_Information_Binary_Synchronous_Communications_Oct70.pdf	Retain the generic family gap because the primary tables disagree at unit 0x0C. Link the implemented IBM-2780-SIX-BIT-TRANSCODE-GA27-3005-3 and IBM-BSC-SIX-BIT-TRANSCODE-GA27-3004-2 children; never claim generic TRANSCODE for either profile.
ENC-1416	TRON	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_specs	https://www.wikidata.org/wiki/Q7671450	TRON encoding requires an exact version/profile and serialized form, not a generic family label. Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1417	TRON (encoding)	research_candidate	candidate_probable_alias_or_duplicate	C probable alias/duplicate; identity proof required	resolve_identity_then_alias_or_implement	iconvex_specs	https://en.wikipedia.org/wiki/TRON_%28encoding%29	Duplicate catalog concept of codec-gap ENC-1406; merge catalog records. Do not alias yet. Resolve exact revision/profile and prove complete table/state equality; otherwise retain a distinct candidate.
ENC-1422	U-PRESS	codec_gap	gap_noncodec_reclass	R reclassify non-codec	font_identity/repertoire convention (U-PRESS cmap/glyph set), not an independent byte codec	catalog-only	https://www.wikidata.org/wiki/Q17190477	Change catalog disposition; do not expose as an encoding.
ENC-1435	Unified Hangul Code	research_candidate	candidate_existing_alias_or_family_complete	A0 closure via existing canonical implementation/family	alias_or_family_link -> CP949/UHC	iconvex core registry	https://en.wikipedia.org/wiki/Unified_Hangul_Code	Close by registering a proven alias or documenting the already complete versioned family; add alias-equivalence tests and inventory linkage, not a duplicate codec. Canonical target: CP949/UHC.
ENC-1442	UNIVAC 1108 punched-card code	codec_gap	gap_blocked_two_unnamed_graphics	B1 secondary reconstruction explicitly leaves two graphics unnamed	retain_unimplemented_blocker	iconvex_specs	https://homepage.cs.uiowa.edu/~jones/cards/codes.html (SHA-256 824e61a9687f7fa0b9c9dd3c966ca02020bf8af1ab6671e9bd2e131f22f47b18); repo:iconvex_specs/priv/sources/ambiguous-primary-codecs/BLOCKERS.md	Do not implement until a primary UNIVAC table or independent exact source identifies the unnamed graphics at punch masks 0x006 and 0x806.
ENC-1445	Universal Coded Character Set	research_candidate	candidate_family_split_or_exact_repertoire_no_transport	D family/repertoire; split exact transported children	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://en.wikipedia.org/wiki/Universal_Coded_Character_Set	Keep as family/repertoire metadata and enumerate exact children. Only children with a normative byte/state transport become codecs.
ENC-1503	Western Latin character sets	research_candidate	candidate_family_split_or_exact_repertoire_no_transport	D family/repertoire; split exact transported children	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://en.wikipedia.org/wiki/Western_Latin_character_sets	Keep as family/repertoire metadata and enumerate exact children. Only children with a normative byte/state transport become codecs.
ENC-1504	Wheatstone punched-tape code	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_telecom	https://en.wikipedia.org/wiki/Wheatstone_system	Wheatstone tape needs exact codebook plus physical/framing profile. Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-1506	Windows code page	research_candidate	candidate_family_split_or_exact_repertoire_no_transport	D family/repertoire; split exact transported children	family_or_repertoire_metadata; implement_named_transported_children_only	iconvex_specs	https://en.wikipedia.org/wiki/Windows_code_page	Keep as family/repertoire metadata and enumerate exact children. Only children with a normative byte/state transport become codecs.
ENC-1508	Windows code page 50229	codec_gap	gap_external_hard_blocker	X exact public mapping/state contract absent	retain_unimplemented_blocker	iconvex_specs	repo:iconvex/research/HIGH_PRIORITY_CODEC_GAPS.tsv | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers	Retain codec_gap and the precise blocker in HIGH_PRIORITY_CODEC_GAPS.tsv; implement only after an exact public mapping/state contract is obtained.
ENC-1513	Windows code page 50936	codec_gap	gap_external_hard_blocker	X exact public mapping/state contract absent	retain_unimplemented_blocker	iconvex_specs	repo:iconvex/research/HIGH_PRIORITY_CODEC_GAPS.tsv | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers	Retain codec_gap and the precise blocker in HIGH_PRIORITY_CODEC_GAPS.tsv; implement only after an exact public mapping/state contract is obtained.
ENC-1517	Windows code page 709	codec_gap	gap_external_hard_blocker	X exact public mapping/state contract absent	retain_unimplemented_blocker	iconvex_specs	repo:iconvex/research/HIGH_PRIORITY_CODEC_GAPS.tsv | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers	Retain codec_gap and the precise blocker in HIGH_PRIORITY_CODEC_GAPS.tsv; implement only after an exact public mapping/state contract is obtained.
ENC-1518	Windows code page 710	codec_gap	gap_external_hard_blocker	X exact public mapping/state contract absent	retain_unimplemented_blocker	iconvex_specs	repo:iconvex/research/HIGH_PRIORITY_CODEC_GAPS.tsv | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers	Retain codec_gap and the precise blocker in HIGH_PRIORITY_CODEC_GAPS.tsv; implement only after an exact public mapping/state contract is obtained.
ENC-1519	Windows Cyrillic + French	research_candidate	candidate_blocked_missing_exact_primary_mapping	B1 complete secondary table; cited primary is keyboard-layout metadata only	retain_unimplemented_blocker	iconvex_specs	https://web.archive.org/web/19970117171123/http://www.gammapro.com/keyboard.html | https://en.wikipedia.org/w/index.php?title=Windows_Cyrillic_%2B_French&oldid=1280437464	The archived GammaPro page identifies a product keyboard layout but supplies no byte-to-Unicode character table, while the revision-pinned secondary table cannot establish a vendor encoding identity by itself. Retain the French candidate until a complete, licensable exact primary byte-to-Unicode mapping is pinned.
ENC-1520	Windows Cyrillic + German	research_candidate	candidate_blocked_missing_exact_primary_mapping	B1 complete secondary table; cited primary is keyboard-layout metadata only	retain_unimplemented_blocker	iconvex_specs	https://web.archive.org/web/19970117171123/http://www.gammapro.com/keyboard.html | https://en.wikipedia.org/w/index.php?title=Windows_Cyrillic_%2B_German&oldid=1287875859	The archived GammaPro page identifies a product keyboard layout but supplies no byte-to-Unicode character table, while the revision-pinned secondary table cannot establish a vendor encoding identity by itself. Retain the German candidate until a complete, licensable exact primary byte-to-Unicode mapping is pinned.
ENC-1617	Xerox Character Code Standard	codec_gap	gap_concrete_primary_missing	B concrete codec; authoritative full mapping/profile missing	retain_unimplemented_blocker	iconvex_specs	https://www.wikidata.org/wiki/Q17651329 | https://en.wikipedia.org/wiki/Xerox_Character_Code_Standard	A complete public primary Xerox Character Code Standard mapping has not been located. Do not implement from a tertiary chart. First pin a complete authoritative mapping, byte/state serialization, version, undefined-byte behavior and licensing.
ENC-0345	CP50220	codec_gap	gap_blocked_license_provenance_conflict	L former support depended on quarantined GPL-derived translation	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-iso2022-jp/SOURCE_METADATA.md | IANA MIBenum 2260	Do not reintroduce the quarantined runtime. Implement only from an independent suitably licensed exact mapping and state contract after an explicit provenance review; this disposition is not legal advice.
ENC-1084	ISO_2022,locale=zh,version=2	codec_gap	gap_blocked_license_provenance_conflict	L former support depended on quarantined GPL-derived translation	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-iso2022-cn/SOURCE_METADATA.md | icu:ISO_2022,locale=zh,version=2	Do not reintroduce the quarantined runtime. Implement only from an independent suitably licensed exact mapping and state contract after an explicit provenance review; this disposition is not legal advice.
ENC-1585	x-ISO-2022-CN-CNS	codec_gap	gap_blocked_license_provenance_conflict	L source-informed GPL-plus-Classpath translation quarantined from LGPL release	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-iso2022-cn/SOURCE_METADATA.md | openjdk:ISO2022_CN_CNS	Do not reintroduce the quarantined runtime. Implement only from an independent suitably licensed exact mapping and state contract after an explicit provenance review; this disposition is not legal advice.
ENC-1586	x-ISO-2022-CN-GB	codec_gap	gap_blocked_license_provenance_conflict	L source-informed GPL-plus-Classpath translation quarantined from LGPL release	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-iso2022-cn/SOURCE_METADATA.md | openjdk:ISO2022_CN_GB	Do not reintroduce the quarantined runtime. Implement only from an independent suitably licensed exact mapping and state contract after an explicit provenance review; this disposition is not legal advice.
ENC-1610	x-windows-50220	codec_gap	gap_blocked_license_provenance_conflict	L source-informed GPL-plus-Classpath translation quarantined from LGPL release	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-iso2022-jp/SOURCE_METADATA.md | openjdk:MS50220	Do not reintroduce the quarantined runtime. Implement only from an independent suitably licensed exact mapping and state contract after an explicit provenance review; this disposition is not legal advice.
ENC-1611	x-windows-50221	codec_gap	gap_blocked_license_provenance_conflict	L source-informed GPL-plus-Classpath translation quarantined from LGPL release	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-iso2022-jp/SOURCE_METADATA.md | openjdk:MS50221	Do not infer this exact OpenJDK profile from Core's separate cp50221 claim. Implement only from an independent suitably licensed exact contract after provenance review; this disposition is not legal advice.
ENC-1614	x-windows-iso2022jp	codec_gap	gap_blocked_license_provenance_conflict	L source-informed GPL-plus-Classpath translation quarantined from LGPL release	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-iso2022-jp/SOURCE_METADATA.md | openjdk:MSISO2022JP	Do not reintroduce the quarantined runtime. Implement only from an independent suitably licensed exact mapping and state contract after an explicit provenance review; this disposition is not legal advice.
ENC-1554	x-eucJP-Open	codec_gap	gap_blocked_license_provenance_conflict	L source-informed GPL-plus-Classpath routing and merged table quarantined from LGPL release	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-euc-jp-open/SOURCE_METADATA.md | openjdk:EUC_JP_Open	Do not reintroduce the quarantined runtime or generated table. Implement only from an independent suitably licensed exact mapping/state contract after provenance review; the ICU archive ibm-1350 identity is separate and this disposition is not legal advice.
ENC-1606	x-MS950-HKSCS-XP	codec_gap	gap_blocked_license_provenance_conflict	L source-informed GPL-plus-Classpath routing and merged table quarantined from LGPL release	retain_unimplemented_blocker	iconvex_specs	repo:iconvex_specs/priv/sources/openjdk-ms950-hkscs-xp/SOURCE_METADATA.md | openjdk:MS950_HKSCS_XP	Do not reintroduce the quarantined runtime or generated table. Implement only from an independent suitably licensed exact mapping/state contract after an explicit provenance review; this disposition is not legal advice.
